Percent of connections that are bidirected: 0.005466416966138584
rule_id, collapses, edges_approx, total_cost, rule_details
1, 493, 0, 750232, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2), (1, 3)]
10, 1476, 0, 725187, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3), (1, 5)]
1, 82, 0, 723807, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2), (1, 3)]
10, 576, 472, 715445, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3), (1, 5)]
1, 38, 0, 714813, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2), (1, 3)]
61, 38, 0, 713014, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 121), ('type_1', 'type_1'), ('type_1', 2352), ('type_1', 121), ('type_1', 101), (121, 101), (121, 2352)]
66, 17, 0, 712772, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 7103), ('type_1', 'type_1'), (7103, 162), (7103, 7107)]
0, 1, 5, 721624, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 5, 30, 721693, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
9, 1, 6, 721718, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
53, 3, 18, 721465, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
0, 3, 18, 721512, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 3, 18, 721559, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 13, 78, 721716, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
26, 2, 12, 721662, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
15, 1, 6, 721687, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
9, 1, 6, 721712, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
16, 2, 12, 721748, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
64, 1, 6, 721638, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 147), ('type_0', 149), ('type_1', 'type_1'), ('type_1', 149), (147, 149), (149, 147)]
65, 1, 5, 721646, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
25, 1, 6, 721521, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3995), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (3995, 4)]
53, 1, 6, 721501, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
64, 1, 5, 721404, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 147), ('type_0', 149), ('type_1', 'type_1'), ('type_1', 149), (147, 149), (149, 147)]
15, 1, 6, 721429, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
24, 2, 13, 721362, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 3992), ('type_1', 4), (4, 3992)]
26, 3, 19, 721291, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
9, 1, 7, 721318, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
16, 2, 14, 721358, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
47, 4, 25, 721358, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
0, 1, 6, 721383, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
9, 2, 14, 721423, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
26, 1, 6, 721403, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
9, 1, 6, 721428, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
65, 1, 4, 721434, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
64, 5, 34, 721031, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 147), ('type_0', 149), ('type_1', 'type_1'), ('type_1', 149), (147, 149), (149, 147)]
0, 3, 18, 721078, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
15, 1, 7, 721105, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
0, 1, 6, 721130, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
9, 3, 21, 721183, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
65, 1, 5, 721191, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
0, 1, 6, 721216, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
9, 4, 28, 721282, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
0, 2, 14, 721322, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
15, 2, 14, 721362, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
16, 1, 5, 721385, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
15, 7, 49, 721490, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
9, 2, 14, 721530, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
15, 1, 7, 721557, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
16, 2, 12, 721593, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 9, 62, 721722, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 1, 7, 721749, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 1, 6, 721774, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 2, 14, 721814, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 1, 5, 721822, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
16, 2, 14, 721862, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 1, 5, 721885, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 2, 12, 721921, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 1, 5, 721944, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 2, 14, 721984, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
15, 1, 7, 722011, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
9, 1, 7, 722038, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
15, 1, 7, 722065, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
47, 6, 42, 722067, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
9, 3, 20, 722118, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
16, 7, 48, 722221, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 2, 14, 722261, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 2, 13, 722299, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 1, 7, 722326, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
15, 2, 14, 722366, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
0, 11, 76, 722521, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 10, 69, 722663, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
64, 3, 20, 722444, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 147), ('type_0', 149), ('type_1', 'type_1'), ('type_1', 149), (147, 149), (149, 147)]
0, 1, 6, 722469, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
57, 1, 6, 722374, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 91), ('type_0', 118), ('type_1', 'type_1'), ('type_1', 91), ('type_1', 118), (91, 118)]
47, 1, 6, 722384, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
16, 5, 28, 722449, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 5, 35, 722528, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
15, 2, 14, 722568, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
0, 12, 84, 722738, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 1, 7, 722765, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 1, 6, 722775, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
16, 37, 280, 723312, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 3, 20, 723318, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
47, 1, 6, 723328, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
15, 1, 7, 723355, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
0, 3, 21, 723408, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 2, 14, 723448, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
64, 1, 7, 723310, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 147), ('type_0', 149), ('type_1', 'type_1'), ('type_1', 149), (147, 149), (149, 147)]
47, 16, 122, 723312, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
0, 6, 42, 723404, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 1, 7, 723431, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 1, 7, 723443, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
16, 1, 7, 723470, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
25, 1, 7, 723422, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3995), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (3995, 4)]
53, 1, 5, 723385, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
16, 1, 6, 723410, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
53, 1, 7, 723392, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
47, 1, 6, 723402, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
0, 1, 6, 723427, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
15, 3, 22, 723482, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
9, 2, 16, 723526, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
15, 2, 16, 723570, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
9, 2, 16, 723614, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
0, 1, 8, 723643, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
15, 1, 8, 723672, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
16, 2, 16, 723716, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
64, 1, 7, 723668, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 147), ('type_0', 149), ('type_1', 'type_1'), ('type_1', 149), (147, 149), (149, 147)]
16, 1, 6, 723693, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 2, 16, 723737, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
15, 1, 8, 723766, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
63, 1, 7, 723688, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 112), ('type_1', 'type_1'), ('type_1', 112), ('type_1', 5072), (112, 5072), (5072, 112)]
0, 4, 30, 723758, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
47, 4, 32, 723772, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
53, 2, 15, 723694, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
0, 1, 7, 723721, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 1, 7, 723748, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 2, 16, 723792, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 1, 7, 723819, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
9, 1, 8, 723848, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
0, 1, 7, 723875, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 8, 64, 724009, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 4, 31, 724081, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
25, 2, 15, 723763, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3995), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (3995, 4)]
16, 2, 15, 723805, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 1, 7, 723832, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 2, 16, 723876, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 1, 7, 723903, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 5, 40, 723992, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
53, 1, 7, 723914, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
16, 3, 24, 723973, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 12, 94, 724163, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
15, 2, 16, 724207, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
0, 3, 24, 724266, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
9, 2, 16, 724310, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
15, 1, 8, 724339, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
47, 4, 32, 724353, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
0, 3, 23, 724410, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
65, 5, 40, 724424, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
16, 2, 14, 724464, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
15, 1, 8, 724493, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
25, 1, 8, 724447, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3995), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (3995, 4)]
0, 1, 7, 724474, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 4, 32, 724548, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
24, 2, 15, 724485, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 3992), ('type_1', 4), (4, 3992)]
16, 1, 7, 724512, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 5, 40, 724601, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
53, 1, 8, 724555, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
0, 2, 15, 724597, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
26, 1, 8, 724566, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
16, 3, 23, 724623, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
15, 2, 16, 724667, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
16, 5, 40, 724756, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
53, 2, 16, 724605, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
25, 4, 32, 724124, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3995), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (3995, 4)]
16, 2, 12, 724160, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
9, 1, 8, 724189, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
0, 5, 40, 724278, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
15, 1, 8, 724307, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
9, 1, 8, 724336, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
16, 9, 74, 724489, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 4, 32, 724563, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
24, 1, 8, 724547, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 3992), ('type_1', 4), (4, 3992)]
16, 1, 7, 724574, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
24, 2, 16, 724483, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 3992), ('type_1', 4), (4, 3992)]
16, 1, 6, 724508, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 3, 23, 724520, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
15, 2, 16, 724564, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
0, 1, 7, 724591, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
53, 1, 8, 724545, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
16, 1, 7, 724572, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
26, 1, 8, 724526, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
25, 1, 8, 724450, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3995), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (3995, 4)]
63, 1, 8, 724389, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 112), ('type_1', 'type_1'), ('type_1', 112), ('type_1', 5072), (112, 5072), (5072, 112)]
